"tweetid","userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language","tweet_language","tweet_text","tweet_time","tweet_client_name","in_reply_to_userid","in_reply_to_tweetid","quoted_tweet_tweetid","is_retweet","retweet_userid","retweet_tweetid","latitude","longitude","quote_count","reply_count","like_count","retweet_count","hashtags","urls","user_mentions","poll_choices"
"796992211476852736","2980186012","Infidel II 🕋💣🕋💩","CathyTo47590555","USA  #IslamIsTheProbem #WakeUp","I believe that OUR COUNTRY needs to BAN ISLAM and #DeportALLMOSLEMS! Islam is pure evil! STANDUP, FIGHTBACK, SPEAKUP TAKE OUR COUNTRY BACK .. #INFIDELFORLIFE","","8654","1446","2015-01-15","en","und","#ThankYouForYourService #VeteransDay #Freedom #Country #GodBlessAmerica #ArmedForces #Remembrance #LestWeForget #ThankYouVeterans🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/4vMiVn3Q9B","2016-11-11 08:25","Twitter for iPhone","","","","false","","","absent","absent","0","0","5","4","['ThankYouForYourService', 'VeteransDay', 'Freedom', 'Country', 'GodBlessAmerica', 'ArmedForces', 'Remembrance', 'LestWeForget', 'ThankYouVeterans']","[]","[]",""
"780622758824640513","2980186012","Infidel II 🕋💣🕋💩","CathyTo47590555","USA  #IslamIsTheProbem #WakeUp","I believe that OUR COUNTRY needs to BAN ISLAM and #DeportALLMOSLEMS! Islam is pure evil! STANDUP, FIGHTBACK, SPEAKUP TAKE OUR COUNTRY BACK .. #INFIDELFORLIFE","","8654","1446","2015-01-15","en","und","#LyingCrookedHillary #liberalmedia #OmittedHillaryQuestions #FirstPresidentialDebate #LiberalMediaBitchBoy #LesterHoltDebate 😡💩😡💩😡💩😡💩😡😡😡💩😡💩💩 https://t.co/0MqXQgK0PA","2016-09-27 04:19","Twitter for iPhone","","","780118350546501632","false","","","absent","absent","0","0","1","3","['LyingCrookedHillary', 'liberalmedia', 'OmittedHillaryQuestions', 'FirstPresidentialDebate', 'LiberalMediaBitchBoy', 'LesterHoltDebate']","['https://twitter.com/eliz_hightower/status/780118350546501633']","[]",""
"634950190554701824","2980186012","Infidel II 🕋💣🕋💩","CathyTo47590555","USA  #IslamIsTheProbem #WakeUp","I believe that OUR COUNTRY needs to BAN ISLAM and #DeportALLMOSLEMS! Islam is pure evil! STANDUP, FIGHTBACK, SPEAKUP TAKE OUR COUNTRY BACK .. #INFIDELFORLIFE","","8654","1446","2015-01-15","en","und","#DonaldTrumpforPresident #DonaldTrump #Trump2016 #MakeAmericaGreatAgain http://t.co/Mgje156Mc6","2015-08-22 04:48","Twitter for iPhone","","","","false","","","absent","absent","0","0","10","14","['DonaldTrumpforPresident', 'DonaldTrump', 'Trump2016', 'MakeAmericaGreatAgain']","[]","[]",""
"617746794122887168","2980186012","Infidel II 🕋💣🕋💩","CathyTo47590555","USA  #IslamIsTheProbem #WakeUp","I believe that OUR COUNTRY needs to BAN ISLAM and #DeportALLMOSLEMS! Islam is pure evil! STANDUP, FIGHTBACK, SPEAKUP TAKE OUR COUNTRY BACK .. #INFIDELFORLIFE","","8654","1446","2015-01-15","en","und","#MuslimBrotherhood #muslims #muslimsaretheproblem #ISIS #IslamicState #ISL #allahuakbar #WakeUpAmerica http://t.co/x8rL1vEwAv","2015-07-05 17:28","Twitter for iPhone","","","","false","","","absent","absent","0","0","0","1","['MuslimBrotherhood', 'muslims', 'muslimsaretheproblem', 'ISIS', 'IslamicState', 'ISL', 'allahuakbar', 'WakeUpAmerica']","[]","[]",""
"579067013730934784","2980186012","Infidel II 🕋💣🕋💩","CathyTo47590555","USA  #IslamIsTheProbem #WakeUp","I believe that OUR COUNTRY needs to BAN ISLAM and #DeportALLMOSLEMS! Islam is pure evil! STANDUP, FIGHTBACK, SPEAKUP TAKE OUR COUNTRY BACK .. #INFIDELFORLIFE","","8654","1446","2015-01-15","en","und","http://t.co/eLAjQSuxV1","2015-03-20 23:48","Twitter for iPhone","","","","false","","","absent","absent","0","1","1","2","[]","[]","[]",""
"633502767999389696","2980186012","Infidel II 🕋💣🕋💩","CathyTo47590555","USA  #IslamIsTheProbem #WakeUp","I believe that OUR COUNTRY needs to BAN ISLAM and #DeportALLMOSLEMS! Islam is pure evil! STANDUP, FIGHTBACK, SPEAKUP TAKE OUR COUNTRY BACK .. #INFIDELFORLIFE","","8654","1446","2015-01-15","en","en","Here U Go: #ISIS #ISL #IslamicState #islamicdaesh #FUISIS #FUDEASH #FUMoslems #moslemsaretheproblem #moslemsareevil http://t.co/krSFjmmiRa","2015-08-18 04:56","Twitter for iPhone","","","","false","","","absent","absent","0","0","0","0","['ISIS', 'ISL', 'IslamicState', 'islamicdaesh', 'FUISIS', 'FUDEASH', 'FUMoslems', 'moslemsaretheproblem', 'moslemsareevil']","[]","[]",""
"1006274062169960448","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","United States","#NoDACA, #DeportIllegals, #BuildTheWall, #DrainTheSwamp, #MAGA, and #KAG!  @realDonaldTrump @VP @FLOTUS","https://t.co/0sKla9vf6a","3034","270","2017-12-10","en","en","Judicial Watch: Federal Court Orders DOJ to Provide More Details on Search for Obama-Era Communications with John Podesta and Clinton Campaign - Judicial Watch https://t.co/GWwahFdF0p","2018-06-11 20:36","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","[]","['https://www.judicialwatch.org/press-room/press-releases/federal-court-orders-doj-to-provide-more-details-on-search-for-obama-era-communications-with-john-podesta-and-clinton-campaign/']","[]",""
"994756464622190592","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","United States","#NoDACA, #DeportIllegals, #BuildTheWall, #DrainTheSwamp, #MAGA, and #KAG!  @realDonaldTrump @VP @FLOTUS","https://t.co/0sKla9vf6a","3034","270","2017-12-10","en","en","""Car crashes into New York City deli leaving at least six injured""  https://t.co/7nQEhP0nJJ","2018-05-11 01:49","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","[]","['https://twitter.com/i/events/994729529275924482']","[]",""
"957405030595796993","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","United States","#NoDACA, #DeportIllegals, #BuildTheWall, #DrainTheSwamp, #MAGA, and #KAG!  @realDonaldTrump @VP @FLOTUS","https://t.co/0sKla9vf6a","3034","270","2017-12-10","en","en","BREAKING: Democrat Mega Donor Just Officially GAVE UP on the Party! https://t.co/G2jduLycfP via @truthfeednews","2018-01-28 00:08","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","[]","['http://truthfeednews.com/breaking-democrat-mega-donor-just-officially-gave-up-on-the-party/']","[707278892801765377]",""
"975993815667363840","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","United States","#NoDACA, #DeportIllegals, #BuildTheWall, #DrainTheSwamp, #MAGA, and #KAG!  @realDonaldTrump @VP @FLOTUS","https://t.co/0sKla9vf6a","3034","270","2017-12-10","en","en",".@dbongino: ""@realDonaldTrump and his family have been under relentless assault by the hard left and their political allies."" https://t.co/41uyiLo6VG https://t.co/HCkuu0gAPy","2018-03-20 07:13","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","[]","['http://fxn.ws/2G5WrFP']","[232901331, 25073877]",""
"977269550499577856","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","United States","#NoDACA, #DeportIllegals, #BuildTheWall, #DrainTheSwamp, #MAGA, and #KAG!  @realDonaldTrump @VP @FLOTUS","https://t.co/0sKla9vf6a","3034","270","2017-12-10","en","en","Deadly crash at Travis Air Force Base ignites Terrorism Investigation https://t.co/kqPSzeQ6p0","2018-03-23 19:43","Twitter for Android","","","","false","","","absent","absent","0","0","0","1","[]","['https://wp.me/p14KRi-29U4']","[]",""
"989319118665924608","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","United States","#NoDACA, #DeportIllegals, #BuildTheWall, #DrainTheSwamp, #MAGA, and #KAG!  @realDonaldTrump @VP @FLOTUS","https://t.co/0sKla9vf6a","3034","270","2017-12-10","en","en","I will be interviewed on @foxandfriends at 8:00 A.M. Enjoy! https://t.co/MPLWdRqyZR","2018-04-26 01:43","Twitter for Android","","","","false","","","absent","absent","0","0","5","4","[]","[]","[15513604]",""
"1008815851548491776","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","United States","#NoDACA, #DeportIllegals, #BuildTheWall, #DrainTheSwamp, #MAGA, and #KAG!  @realDonaldTrump @VP @FLOTUS","https://t.co/0sKla9vf6a","3034","270","2017-12-10","en","en","President Trump participates in a meeting of the National Space Council.

Watch live ➡️  https://t.co/BSZ5WSRw7C https://t.co/CdcPlsnzgJ https://t.co/d9zeRw9grV","2018-06-18 20:56","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","[]","['http://45.wh.gov/RtVRmD']","[]",""
"995592262695378944","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","l+5xaB0DjZSlsfrmaT91U2DAIM+2tup5IXcAL1KZH0=","United States","#NoDACA, #DeportIllegals, #BuildTheWall, #DrainTheSwamp, #MAGA, and #KAG!  @realDonaldTrump @VP @FLOTUS","https://t.co/0sKla9vf6a","3034","270","2017-12-10","en","en","Obama's 'Fundamental Transformation' Began at Mizzou https://t.co/fEctaRRBHx via @BreitbartNews","2018-05-13 09:11","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","[]","['http://bit.ly/1N6UK9f']","[457984599]",""
"788824266921783296","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","Stay tuned! https://t.co/kne8Srqi93","2016-10-19 19:28","Twitter Web Client","","","788784044435574784","false","","","absent","absent","0","0","0","0","[]","['https://twitter.com/TomiLahren/status/788784044435574784']","[]",""
"902601813962014720","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","Ever heard of getting changed?  Your stupidity is creative. https://t.co/LdagWBQbE7","2017-08-29 18:40","Twitter Web Client","","","902516104844759040","false","","","absent","absent","0","0","0","0","[]","['https://twitter.com/hansmollman/status/902516104844759040']","[]",""
"796438357026840576","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","And obviously @ATT.
@JohnLegere https://t.co/B1RmWFAySL","2016-11-09 19:44","Twitter Web Client","","","796438071654936576","false","","","absent","absent","0","0","0","1","[]","['https://twitter.com/eddiern/status/796438071654936576']","[14620190, 1394399438]",""
"860687575660371968","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","#SenWarrensIndianName

Sitting Bullshit.","2017-05-06 02:48","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","['SenWarrensIndianName']","[]","[]",""
"850971944803590144","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","Susan Rice TURNS On Obama, Makes Stunning Confession About Wiretapping Trump –  https://t.co/UHr8LaJND5","2017-04-09 07:21","Linkis: turn sharing into growth","","","","false","","","absent","absent","0","0","0","0","[]","['http://ln.is/www.teaparty.org/tiiSM']","[]",""
"846278856390651904","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","Hannity Fires Back at Koppel Over ‘Fake Edited News’: He 'Cut Out My Many Examples of Media Bias' https://t.co/KTUDGOtv6a via @mediaite","2017-03-27 08:32","Linkis: turn sharing into growth","","","","false","","","absent","absent","0","0","0","0","[]","['http://ln.is/www.mediaite.com/onl/JiO3Q']","[29465136]",""
"876394127067422720","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
President Trump will make America great again! #AmericaFirst #MakeAmericaGreatAgain #MAGA
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/r51cmU8v5o","2017-06-18 11:00","Crowdfire Inc.","","","","false","","","absent","absent","0","0","1","0","['AmericaFirst', 'MakeAmericaGreatAgain', 'MAGA']","[]","[]",""
"856101674707857408","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","🚨PRESIDENT DONALD TRUMP🚨
🚨WE❤️YOU🚨
🚨#MAGA🚨
🚨#DescribeAGreenie🚨
🚨#BuildTheWall🚨
🚨#AmericaFirst🚨
🚨#ANTIFA🚨
🚨#EndSanctuaryCities🚨
🚨#EarthDay🚨
🚨 https://t.co/EmB7TtKY1X","2017-04-23 11:05","Crowdfire Inc.","","","","false","","","absent","absent","0","0","0","0","['MAGA', 'DescribeAGreenie', 'BuildTheWall', 'AmericaFirst', 'ANTIFA', 'EndSanctuaryCities', 'EarthDay']","[]","[]",""
"877103749772316674","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
President Trump will make America great again!
#AmericaFirst
#MakeAmericaGreatAgain
#MAGA
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/r4pafXxv0T","2017-06-20 10:00","Crowdfire Inc.","","","","false","","","absent","absent","0","0","3","1","['AmericaFirst', 'MakeAmericaGreatAgain', 'MAGA']","[]","[]",""
"876741357024489472","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
President Trump will make America great again!
#AmericaFirst
#MakeAmericaGreatAgain
#MAGA
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/F9UIvURNYG","2017-06-19 10:00","Crowdfire Inc.","","","","false","","","absent","absent","0","0","0","0","['AmericaFirst', 'MakeAmericaGreatAgain', 'MAGA']","[]","[]",""
"813643005986902019","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","When was the last time you could see your whole body in the mirror? https://t.co/AENls7KtPe","2016-12-27 07:09","Twitter for Android","","","813638725876019200","false","","","absent","absent","0","0","0","0","[]","['https://twitter.com/julescator/status/813638725876019200']","[]",""
"853646448126078976","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","und","🚨#BotoxBill🚨
🚨#Berkeley🚨
🚨#SorosRiots🚨
🚨#ANTIFA🚨
🚨#JohnMcCuck🚨
🚨#AmericaFirst🚨
🚨#ARRESTObama🚨
🚨#Easter🚨
🚨#EasterSunday🚨
🚨#MAGA🚨
🚨#USA🚨 https://t.co/lsDCYkynMF","2017-04-16 16:29","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","['BotoxBill', 'Berkeley', 'SorosRiots', 'ANTIFA', 'JohnMcCuck', 'AmericaFirst', 'ARRESTObama', 'Easter', 'EasterSunday', 'MAGA', 'USA']","[]","[]",""
"931074420172394496","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","Justice Dept.: 'Sanctuary' jurisdictions may have to repay federal funds - Washington Times https://t.co/RnLUia5aRQ","2017-11-16 08:20","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","[]","['http://www.washingtontimes.com/news/2017/nov/15/doj-sanctuary-jurisdictions-may-have-repay-funds/']","[]",""
"854964043634716672","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","und","🚨#BillOReillyIsOver🚨
🚨#BuildTheWall🚨
🚨#OReillyFactor🚨
🚨#Tucker🚨
🚨#ArrestANTIFA🚨
🚨#ANTIFA🚨
🚨#AmericaFirst🚨
🚨#Berkeley🚨
🚨#Trump🚨
🚨#MAGA🚨
🚨USA🚨 https://t.co/9xOHS6Dyst","2017-04-20 07:44","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","['BillOReillyIsOver', 'BuildTheWall', 'OReillyFactor', 'Tucker', 'ArrestANTIFA', 'ANTIFA', 'AmericaFirst', 'Berkeley', 'Trump', 'MAGA']","[]","[]",""
"849657129153683456","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","und","🚨#RedEye🚨#SusanRice🚨#DirtyRice🚨#Wiretap🚨#JailObamaSpyRing🚨#ObamaSpyRing🚨#ObamaGate🚨#ARRESTObama🚨#LeftTheFloor🚨#HoldTheFloor🚨#FireRyan🚨#MAGA🚨 https://t.co/9ff5dylIKe","2017-04-05 16:17","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","['RedEye', 'SusanRice', 'DirtyRice', 'Wiretap', 'JailObamaSpyRing', 'ObamaSpyRing', 'ObamaGate', 'ARRESTObama', 'LeftTheFloor', 'HoldTheFloor', 'FireRyan', 'MAGA']","[]","[]",""
"931585537730797568","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","und","https://t.co/z9wPbwzkDW","2017-11-17 18:11","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","[]","['https://twitter.com/i/moments/931209549951983616']","[]",""
"842252304967327744","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","und","🚨#BOYCOTTHawaii🚨
🔥#BuildTheWall🔥
🔥#Hawaii🔥
🔥#MAGA🔥
🔥#AllInWithBernie🔥
🔥#TrumpTaxReturns🔥
🔥#ThankYouMaddow🔥
🔥#MillennialDisney🔥
🔥#TrumpRally🔥 https://t.co/zS4mhccJVF","2017-03-16 05:52","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","['BOYCOTTHawaii', 'BuildTheWall', 'Hawaii', 'MAGA', 'AllInWithBernie', 'TrumpTaxReturns', 'ThankYouMaddow', 'MillennialDisney', 'TrumpRally']","[]","[]",""
"939416806472564737","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","und","#FollowTheWhiteRabbit https://t.co/9qs9oO6S3w","2017-12-09 08:49","Twitter for Android","","","938915022754816000","false","","","absent","absent","0","0","0","0","['FollowTheWhiteRabbit']","['https://twitter.com/55true4u/status/938915022754816000']","[]",""
"809670564100993024","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","de","Libtard coward...
#NotMyPresident #StillWithHer #SoreLoser https://t.co/4trB7U57b4","2016-12-16 08:04","Twitter for Android","","","809670267681275904","false","","","absent","absent","0","0","0","0","['NotMyPresident', 'StillWithHer', 'SoreLoser']","['https://twitter.com/VestigesLCRI/status/809670267681275904']","[]",""
